Trading Day,Month+1,Month+2,Month+3,Month+4,Month+5,Quarter+1,Quarter+2,Quarter+3,Quarter+4,Season+1,Season+2,Season+3,Season+4,Calendar+1,Calendar+2,Calendar+3,Calendar+4
2020-02-17,9.8,10.344000000000001,10.695,10.834000000000001,,10.625,11.007,14.671,16.355999999999998,10.817,15.504000000000001,15.235999999999999,17.924,16.015,17.562,17.817999999999998,18.272000000000002
2020-02-18,9.853,10.325999999999999,10.59,10.749,,10.555,10.899000000000001,14.620999999999999,16.012999999999998,10.728,15.309000000000001,14.965,17.609,15.761,17.352999999999998,17.730999999999998,18.012999999999998
2020-02-19,10.117,10.299000000000001,10.547,10.600999999999999,,10.482999999999999,10.770999999999999,14.394,15.808,10.628,15.093,14.84,17.384,15.589,17.195,17.616,17.901
2020-02-20,10.136000000000001,10.339,10.384,10.475,,10.399000000000001,10.673,14.228,15.581,10.537,14.897,14.613,17.229,15.404000000000002,16.967,17.42,17.747
2020-02-21,9.925,10.094,10.255,10.36,,10.237,10.509,14.193,15.338,10.374,14.759,14.352,17.000999999999998,15.144,16.803,17.248,17.524
2020-02-24,9.564,9.592,9.725,9.727,,9.682,9.975,13.559000000000001,14.838,9.829,14.190999999999999,13.92,16.541,14.672,16.326,16.94,17.1
2020-02-25,9.609,9.549,9.629,9.676,,9.618,9.846,13.437999999999999,14.739,9.732999999999999,14.081,13.832,16.5,14.57,16.32,16.875,17.105999999999998
2020-02-26,9.777999999999999,9.675,9.697000000000001,9.752,,9.708,9.913,13.408,14.788,9.811,14.09,13.927999999999999,16.587,14.644,16.386,16.975,17.232
2020-02-27,9.51,9.445,9.477,9.427,,9.45,9.634,13.194,14.312999999999999,9.543,13.747,13.464,16.273,14.28,15.957,16.715999999999998,16.936
2020-02-28,9.472000000000001,9.492,9.503,9.502,,9.488999999999999,9.664,13.157,14.437999999999999,9.577,13.79,13.59,16.259,14.325,15.95,16.725,17.023
2020-03-02,9.427,9.526,9.568,9.59,,9.507,9.75,13.2,14.529000000000002,9.629,13.857000000000001,13.642000000000001,16.249000000000002,14.392000000000001,15.950999999999999,16.717,16.971
2020-03-03,9.73,9.838,9.835,9.814,,9.801,9.98,13.529000000000002,15.085,9.891,14.298,14.118,16.726,14.796,16.336,17.084,17.367
2020-03-04,9.423,9.566,9.555,9.715,,9.515,9.872,13.707,14.86,9.693999999999999,14.277000000000001,13.954,16.779,14.769,16.491,17.233,17.322
2020-03-05,9.451,9.58,9.557,9.536,,9.53,9.837,13.677999999999999,14.635,9.684,14.151,13.697000000000001,16.625,14.664000000000001,16.408,17.111,17.3
2020-03-06,9.117,9.315,9.286,9.33,,9.236,9.467,13.267000000000001,14.179,9.352,13.718,13.277000000000001,16.146,14.19,15.868,16.809,16.912
2020-03-09,9.147,9.263,9.259,9.267000000000001,,9.222999999999999,9.369,12.978,13.522,9.296,13.247,12.503,15.38,13.604000000000001,15.17,16.125999999999998,16.419
2020-03-10,9.512,9.459,9.594,9.597000000000001,,9.521,9.689,13.034,14.187000000000001,9.605,13.604000000000001,13.134,15.605,13.908,15.464,16.340999999999998,16.682000000000002
2020-03-11,9.75,9.749,9.786,9.904,,9.762,9.927999999999999,12.997,14.197000000000001,9.845,13.59,13.030999999999999,15.474,13.853,15.135,16.038,16.395
2020-03-12,9.687999999999999,9.649,9.603,9.808,,9.647,9.756,12.87,13.689,9.702,13.275,12.592,15.038,13.418,14.809000000000001,15.79,16.021
2020-03-13,9.589,9.511000000000001,9.467,9.679,,9.522,9.787,12.933,13.773,9.655,13.347999999999999,12.61,15.04,13.456,14.772,15.752,16.1
2020-03-16,8.975,8.878,9.091000000000001,9.6,,8.98,9.37,12.898,13.710999999999999,9.176,13.3,11.818,14.242,12.981,14.445,15.446,15.786
2020-03-17,8.661,8.738,8.769,8.93,,8.722999999999999,9.004,12.072000000000001,13.187999999999999,8.863999999999999,12.624,12.181,14.536,12.923,14.328,15.288,15.604000000000001
2020-03-18,8.46,8.554,8.587,8.748,,8.533999999999999,8.839,11.812999999999999,12.748,8.687000000000001,12.275,11.741,14.125,12.525,13.889000000000001,14.888,15.203
2020-03-19,8.72,8.788,8.894,8.984,,8.801,8.996,11.812000000000001,12.797,8.899,12.299000000000001,11.835999999999999,14.167,12.54,13.944,14.962,15.220999999999998
2020-03-20,8.561,8.596,8.616,8.82,,8.591000000000001,8.853,11.652000000000001,12.972999999999999,8.722999999999999,12.305,11.929,14.383,12.62,14.142999999999999,15.079,15.39
2020-03-23,8.113999999999999,8.121,8.241,8.354,,8.158,8.423,11.422,12.655999999999999,8.291,12.032,11.629000000000001,14.152999999999999,12.425,14.058,15.082,15.333
