,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27
simulation n°47,3.5380000000000003,3.7584442773062836,3.7913787443023073,4.355978327406471,4.443080662757308,4.367294166529455,4.729262666812719,3.871382621855242,3.8517043463343366,3.597052797040724,3.0670054831045883,2.984858152336648,3.2285803467673517,3.1547727103858243,2.643145253333695,2.9397501238618013,2.6789715307446675,2.564011427380306,3.4608983460646767,3.208858866013551,3.4334751126174083,3.4703426485174305,4.257248168483377,2.689322230563156,2.322675761701176,2.329839145530999,2.2353489607864283,2.3599125559690624,2.0796758141537306,1.8149402359337996,2.268168193424901,1.8384677370122793,1.788081357760707,1.817847111603552,1.329011187920215,1.3068279051185894,1.5841890556239901,1.4619706120040912,1.1041050077386572,1.408338420761737,1.2953409702991387,2.394848276749303,2.6103061807333123,2.95357140772838,4.206028695636563,5.320495326498783,5.641093438921072,5.107876168115874,4.809095939983166,4.250068186034657,4.330776260245218,4.219967030802951,3.9339996799469867,4.45600279193063,4.812697836263819,4.615201674580997,5.163156637461024,4.6637067445283416,4.011975457591708,4.2581287235504375,4.245013804637131,3.902695334911151,4.241775195221401,4.603316738011346,4.790477024716696,4.624989343870647,4.452833792720969,3.784757497097791,3.2558111873404716,3.511327406742186,3.708916118834546,3.8446714925472016,3.858736460029871,4.147671500867118,4.249966725870238,4.097288862417824,4.020885700549864,4.580753530280315,4.618351760153725,4.701178684490039,4.273326000843489,4.6400349997067565,4.748023435863483,4.913381377977422,4.1456860885369045,4.235419494811704,3.9328076718155405,4.011347356381509,3.4502104698711307,2.9525142434634253,3.252298264304226,3.036894787162146
simulation n°48,3.5380000000000003,4.045431933121414,4.622006561808149,5.148153131042923,4.334687382636681,4.3190006064560365,4.750426605345715,4.255713280581466,4.746457902582142,4.975363252004248,4.995882756576721,4.23623731712968,4.953348451683617,3.862190175323171,3.865994494975485,3.039925239736053,3.079833349837934,2.760540000056937,3.538994839567309,2.9454035559979452,3.003625759195235,3.1975022014424384,3.258369661556383,2.8892380715349746,1.8772113403570792,1.9823661778958503,2.2883887921178667,1.9833622193958678,2.527376164716688,2.2803262934719655,1.56987522706125,1.020039212732677,1.041089514467755,0.9606796054103293,1.2647406189806756,1.6690441767453374,2.38316542164895,2.323165082419782,1.6175653576316704,1.322934543294052,1.0822790067488592,0.7607231376192342,1.5571610925548964,1.748593622729723,2.0006303048798992,2.1081620699447376,0.9317246779972066,1.823495451658526,1.9473132367336277,2.269690692139926,2.2184944211597055,1.8546152514365672,1.7282853339892597,2.5019614962193386,3.408719122130325,3.5730590575220655,3.2722080461344407,3.93117043202049,3.576535173846518,3.0627401859179315,3.4839071139881677,3.1606526312876584,3.1032942959833125,3.4876366969585857,3.434152020500586,2.776860356898272,2.8911032874585545,2.6051096874121127,2.9385732103066258,2.3140105691491732,1.6942012483775142,1.5461582498271604,1.7246789133960911,1.6295868284083839,0.6054047211299249,1.8018601542929271,1.5655338746036171,1.5270984330594386,1.8245502231033306,2.973470037020782,3.6785682174057763,3.9234234279150817,4.569956737139556,4.062477752363184,4.133459033726255,4.707765203825037,4.53369253797787,4.643887897984696,4.194677565642953,4.269706404845824,4.198324663124209,4.248257714469149
simulation n°49,3.5380000000000003,4.323954985958249,4.940536450392846,4.416363936096647,4.685539770137463,5.101936890308023,5.027466612847059,5.437800939030008,5.084597183334256,4.444874032385263,3.5807645307651317,4.121340035844869,4.852453482935644,4.850461622488059,4.969925484207635,4.703872910114148,4.089811061482916,4.591082750252177,4.68734914589964,5.174323074743299,5.276359050269646,5.7296286417108835,5.399759526015892,5.404218724675992,5.4087824252208465,5.0237376297818255,4.360151291579667,5.1769658862346155,5.088109108885684,4.569116308089511,3.7709372294505172,3.7880072422808477,4.206237394834991,3.8368530539786345,4.0428103936590665,3.87319174375256,4.571657364623041,4.262207098981557,4.483411982950754,3.50361659876228,4.331082101403145,3.5055387826218976,3.4717402312556187,3.1057611792774997,2.504345008806715,3.0370600059951265,2.9771218620714066,2.7804453007786183,1.9883377363499823,2.4390064734895343,2.256790955563757,1.8218334338244933,1.8935425287966134,1.8481384306678788,1.6899784453510986,2.2559399962371067,1.493764677305711,1.7350106233184817,1.22424068247607,1.5268872541338514,1.3285969454707462,1.1708137450496563,0.782024613199622,1.1541660340932671,1.991731000831725,2.321810693236287,1.9044525163911417,1.7835398728642058,1.9749796001244995,1.6936334465737755,1.3232727012429595,1.7783628342879787,1.4037061315615216,1.7843645495479739,1.779257254101766,2.701788845954553,2.8801390964092426,3.2661606272568897,3.7644042419431782,3.5358198214454317,3.769603316451412,3.6801087774028645,3.640310714776931,3.1070830083555094,3.190409301834797,3.7640245518031588,4.043418889201416,4.857490652623823,4.657541687889909,4.969480011930104,3.705046624393925,4.357383932365646
simulation n°50,3.5380000000000003,2.6501552386745435,2.7573135724910323,2.4511101899043792,2.928043457214483,2.8928434556747327,2.306350736670125,3.059235682920965,2.6726312525438525,2.39074306444722,2.75124835831469,2.4128673999096293,2.0769746403643286,1.753979703964126,1.954003141311342,1.983757400392785,1.9841460592520064,2.2649809841881763,3.1246566503650115,3.1324683202535475,1.8668046139877545,1.7713500935761997,1.6590754192430552,1.9790486471770468,2.3464236882598577,2.2620445087523877,2.4814567205817286,2.555238365157715,2.939941161478319,3.054769840636987,2.6418038574820093,2.3955502844254433,2.4967930614783365,3.2198854766430673,3.885769537888453,3.9506119725335784,3.8781990034532208,3.5861975585715973,3.8843182887754595,3.7721710785099476,3.561524001825907,4.627387419662565,4.351312909786039,3.6075619769847513,3.394893007102615,3.388405770309006,3.657847989013433,3.609793723850173,3.7501619435267073,3.2175725582981953,2.8421706324277274,1.9490658694085587,2.316999813765684,2.4033748226792118,3.6549232230463913,3.872463907639449,4.832864723948036,4.895555855762438,4.090566877533245,3.9943071881125967,3.628061656267204,3.9531442811053306,3.034681929164344,2.5782024237083547,2.5844113433240166,2.5792546775740512,2.6349067236011567,2.863003757297704,2.3567595184247123,2.2039376663565298,2.424769746666988,2.9719186804841238,3.1705806722336636,3.5084069479974893,3.4699333240102765,4.121077294552555,3.7496358002618315,3.1904279599928067,2.9679318282383793,2.83337955485669,2.612826112223759,3.251475792620512,3.6770714375829154,3.5470391115154696,3.9422864381205387,3.9670183363568152,3.2278266321042226,3.883922137035956,3.631834440579175,3.5994023410931284,2.686139151313819,2.0417184576215144
simulation n°51,3.5380000000000003,2.6314620156901762,3.062761055582623,3.951040412860659,4.368616174962104,4.660649513958634,5.12476172066674,5.235975979425623,5.527567004094231,5.983054302309373,5.239609231227218,5.229667892097049,6.071744340076963,5.594611950376122,5.455492832082281,5.603188982274073,5.255504935196523,5.443455025572787,5.9746281899061255,6.426108864293433,5.939128897550791,6.131528493510061,5.579307216672523,5.943674463742096,6.382854019216475,6.012911628473903,5.345556204679731,4.172026867366658,4.133763832858444,3.0677582021849608,3.8395631228719633,3.2538845421126728,3.4674696260664657,3.6418585912318835,3.7131592376679547,3.5258953788870597,3.795701494760884,4.700429201945207,4.4850619520453385,4.71066848981854,5.031019330413975,5.053113856042106,4.902528870145213,4.826333925191927,4.529999343787339,4.608629581861648,5.896085952646429,5.161260668122726,5.623898890835131,5.9858357965333155,6.633380656353682,6.801542091547117,6.463694300354781,6.699985413845272,6.755823225095826,7.175895939076531,7.728132725429173,7.262426385707316,6.276993677274816,6.209172170662821,6.279854280194298,6.446193969970264,6.735958222683934,6.607889320919538,6.161445513472245,7.075269854289731,6.601203422932719,6.603305070179679,6.326569487548841,6.1305243541823655,6.020162281475402,5.478675566979203,4.825874883380015,4.713648446417675,5.408427548280414,5.112398000291305,5.496657325374369,5.609627336940728,5.187109335371842,5.398642554272996,5.293638885368049,5.360552826219119,4.9776052622577165,4.363269131477209,4.414298741196866,4.633285765044699,5.290681481434638,5.8049756481243815,6.0990526660608735,5.665747370990643,6.341236422371542,6.340685702803188
simulation n°52,3.5380000000000003,2.9484859435668747,2.8486592301338347,2.261479851120982,1.7589051356072263,1.7367507385637113,1.9647243587711674,2.471647785680635,1.5410993225348717,1.0766986163642518,1.05561559194776,1.2899197015321908,0.9269531895193424,0.8140306025547487,0.8736903379058194,1.2714249536405298,1.7515831295693425,1.7841694715612164,1.3366050618876528,1.7494250904214876,1.0629312964668949,1.6810184359166724,1.2414199331998932,1.2749430198676075,1.432559447131807,1.9637366709562594,2.9031645738041623,3.406542652567261,2.647394520821498,2.430932687663153,2.7117363204180123,2.5834382064462473,2.1203137333775373,2.1572832890726152,2.5322600674962157,2.5939347552500416,2.7984477201996065,3.0398882069973507,2.927414633899995,3.3473331341329686,3.727532689312813,4.570978551805429,5.14867447229685,4.311293309403328,4.533288622221589,4.538891821541643,4.846993191243866,4.740844913983697,4.699372365857634,4.597815608195614,4.621751665464875,4.925205416328661,4.541024214599945,4.383582644240251,4.966903756928031,4.430092025065726,4.635808702466626,4.261800746202772,3.943587668150754,3.6487579991072816,4.190333463592579,4.31021803151474,4.282322323800915,4.027625573278253,4.012602287952401,3.968891603091091,3.7448816551076747,4.186470912614969,4.397336970632982,4.180610403063046,4.666662707928289,5.5201636846446425,5.175805761590082,5.463912542424086,6.090411401454092,6.065503082616883,6.796317447531079,7.125272949092834,6.416610428062803,6.642663693538587,6.4478969299917,5.87429182998074,6.5709599172951005,6.557052000471813,6.165004872589963,7.245685408511924,6.667239902035657,6.753435815572352,6.332252211412944,6.631388445656773,6.4318485589865215,6.932577277880081
simulation n°53,3.5380000000000003,3.6591372489097913,3.498583434950256,3.828910077757493,3.745197576496342,4.116025138056144,4.626693544018629,5.006903688383827,4.708518854873962,4.775898747676076,4.2793728397888495,4.312423218699774,5.2582721498728064,4.812021910322438,5.551879725371946,6.067309343919481,5.739300008527223,5.548305003169211,6.371439141172684,6.0019903341004746,5.947549118902802,5.603242438757663,6.158696927700724,5.429121239710656,5.3353503703284355,5.005283406679274,5.026334404429918,6.511159174705911,6.505569340616063,6.399621458506274,6.478933533968032,6.954316761079603,7.830665407465642,8.328934764808954,7.689255369206786,7.453936902584363,8.230411927324326,8.212035679092882,7.444316160081848,7.466517441002844,7.84922682087563,8.051842530404809,7.858082151032491,8.03094621618706,8.114530995626259,8.390246358057915,7.441265747465192,8.018327625962517,7.715917308428279,7.29699949559812,7.163160971058339,7.298402036665727,6.701947844102499,5.92086875328521,6.226027244899934,5.9692590053571895,6.144814695055366,6.148330704286794,6.39709943707713,6.423245140842331,6.218866551015884,6.476625147392038,6.896022216019569,6.777631497480526,7.480437841421687,7.788492241563215,8.046335755771553,8.082118656012362,8.709102496177644,8.19120088894553,8.046303651809515,7.929513982089955,7.39941638129403,7.547603645191392,8.870931674754617,9.096142138157047,9.111398920360157,8.733311281126861,8.298380211521469,7.683971475868909,7.76684630587502,8.141699798337735,8.103448370426598,8.003534674439393,7.289639627405167,7.623364031787373,7.82523989839677,8.018933411063157,7.480272082698174,7.094105847453968,7.664433278881038,7.7466651822350086
simulation n°54,3.5380000000000003,3.1173459452960106,4.00141974514632,4.654694646220257,4.649303187889146,4.441070965641256,4.683737050771958,3.955292488073184,2.971187608583425,2.612801521484342,2.8762072798359717,3.2940079127715105,3.066625485498448,2.5248844091386493,1.9190950624224197,2.328802638751521,2.482264895885452,2.3459310536194127,2.326472347842334,3.2120765274693324,2.887545563602522,2.4085071272996386,2.0174435452624104,1.8348595518317754,2.1057813825649467,1.543792943032555,1.4970586452757748,1.9409309325035127,2.6010203714713356,2.4992463265758853,2.7313757720413374,2.499995026413631,3.3157239612748373,3.4661410307902383,3.3480361515451533,3.6299639060423408,2.662682487264025,3.078522356188716,2.399627162569031,2.025430130121213,2.393750259312132,1.68005168084694,0.7627542120553128,1.1924966295909567,0.9695907996486557,0.19406964753936962,-0.4511096961115283,-0.7665560303063724,-0.6262275520391443,-0.10337200064239505,0.6391291841746533,0.048759116211221865,-0.21420074738446065,-0.20756271930395942,-0.49396837819572603,-0.44035165323949627,-0.5212696084466809,-1.8890443184771764,-1.6832095776418572,-1.3739174549576338,-1.9803037682442106,-2.124577836953895,-1.8426213527885296,-1.6146020196474415,-1.6097733921056658,-1.2436799783148866,-0.7334289449338679,-0.7970410552859406,0.03971327334446095,-0.34846569246660436,0.30253486221720377,0.7972591189462452,0.1602398669752878,0.06495385174056599,0.6981037673785191,0.3941374566455955,0.5058034575198815,0.4378138460389188,-0.10852326126252221,0.06036217342075251,-0.4650752050057784,-0.26515914461484846,0.7167349200105136,0.6809514086368452,0.6018620476778244,0.6827255918226611,0.35582418182139863,0.18069425015923252,0.0797842141331854,1.1387330885467006,0.8294117168965405,0.2946488583161885
simulation n°55,3.5380000000000003,3.3739174026802017,4.099618357227757,3.76980432560228,3.985987914960789,4.080957187756883,4.137470326818251,4.984742271956313,4.961094660498955,4.776396017282848,5.569111242026263,5.5616457930843,5.546825456835095,5.693195422741599,5.438543263010301,5.465975928810995,5.448895684240734,5.387139459424749,5.384762628692603,5.4750261268260685,6.504939111982522,6.647105255883567,6.240793566876112,6.42758898069254,6.923045198621464,6.934087756375376,6.5162686257892,6.877072434093566,6.6962967932986635,6.723511101441981,6.593920173795829,6.457609351223265,6.656849139601936,6.4901765508417455,5.907615138088544,6.565307279695318,5.657642850103376,6.06751917548018,5.769845146875621,5.906996951473587,6.01200971821784,5.188243197556427,4.995112266343874,3.7088868093053153,4.0366729535218004,3.8700005114161207,4.917625594821309,5.162359815762194,5.014943421493322,4.933483165757533,5.3705877507762825,5.193868148929841,5.484795478630811,6.125285224502097,5.184394058619043,4.93570067735514,5.433056926476756,5.183609164567118,6.108960856861746,5.826759464077808,5.449994574180108,6.01694443562258,5.998778039484024,6.715356037074831,7.101146902746082,7.235110025482296,7.049481145844268,6.74761092718466,6.1533497181802135,5.54135899356638,5.916005531110319,5.298145893011554,4.888312196473284,5.2933637092576085,5.727846085554532,6.250193780200843,6.441806339877004,6.647458898795495,6.72725264539136,7.358437252118425,6.610513503999416,6.367978602742809,5.530488072833495,5.490499333751551,5.822570564456314,5.406129880775318,6.090655310189135,6.0682644527156535,6.207437113318853,6.27731491440077,6.686719600756757,5.997308005096512
simulation n°56,3.5380000000000003,4.424367531834271,4.825563875254263,5.526809599307328,5.417420807831974,5.788966644397027,5.880061301524209,5.281334893046585,4.296990841907138,4.544471868911033,5.194041888966967,5.566425660259324,5.723501176192732,5.520821485712195,4.66390961569291,4.197439463524622,4.7710385492260645,4.6717002611723215,5.245724616817917,4.7064699403442845,5.051657512718607,5.4273053413410395,5.672566419221855,5.2719896905800425,5.536681894716628,6.356224034120689,5.867733595517775,5.8773546016814295,6.378035960157482,6.595570379169931,6.649282026899335,7.494431208552601,7.131612581332519,7.088417495664786,7.109767500493573,6.091169315124611,6.502729228892328,5.488450896616211,4.983020348947527,5.044435184638073,4.834515056699216,4.802626109522221,4.496266102867445,5.279090146072278,5.1861974676496905,5.911793829248821,5.994705119581353,6.364419344843095,6.557537422196946,5.56489502991219,5.660260216330077,5.538720489179324,5.312351652527849,5.450474117676559,5.404298195867764,5.959785152327499,6.491847938556605,6.402397064617439,6.729174941714614,6.849733579288132,7.127154975641526,7.33300590913684,7.373362728908193,6.898374165110304,6.134998930086653,6.159627617483129,5.643690948606738,5.160108526742684,4.942706766340847,5.03021626891002,5.302884033270684,4.100122919709313,4.872596190715082,3.9783244441636842,3.431473069826394,3.606501363053169,3.5965849058775667,3.807871456952856,4.029052074109863,4.1692655254050885,4.791973440547932,4.702218876989134,4.952694015913257,5.134376432041411,5.862046576172941,5.921181149304742,6.097364570747568,6.053106844918212,6.49890067044887,6.661232952385986,6.224744885735545,5.783664676857933
simulation n°57,3.5380000000000003,2.9846246165606836,3.2105845810454015,3.701359856704892,3.6006232239327165,3.3003976456910755,2.9591754667786385,3.069760741054506,4.049095664008253,4.3019395321351945,4.713459628866111,4.789306772741667,4.562136481318118,5.369921648915801,5.807031952570568,5.454005275982998,6.08662651644277,5.7393199587464,6.159914096688766,6.590859301392687,6.230224425929187,5.812341598539151,6.132490844990138,6.5826306574737075,7.674873171365146,8.507845408100241,8.860893148844823,7.710219008050687,7.3391700718308694,7.692285198994723,7.553379055091541,7.845549350567968,7.425186712073593,7.285287236130811,7.0129874887939625,6.614438714718027,5.701972546848923,5.561572300402781,4.875373641950356,4.841432002850279,5.141510824804171,5.378964917124909,5.374403681909426,5.668572120785014,4.7868138531255084,4.2212897419158875,3.036428027714474,3.405649134740666,3.113466877905798,3.145006966023673,3.0891311620946955,2.785643171830977,2.839699414740747,3.0365978319003957,3.505289589376467,3.2512204598249057,3.270742488903352,4.013644752078312,3.987617360245853,3.8030500908225835,3.8259195756242406,3.2355307453387443,2.9024332809354965,3.6361046915442854,4.598615436498206,4.527732563276122,3.951867613709222,3.1864959531853496,3.6151300405969238,3.8224638461922362,3.408313890514404,4.098378074587185,4.617158236052293,4.928240028293587,4.673012208234259,5.147969959518728,4.708577280937798,4.1527599072799,3.4089851193899197,3.5907289845535213,3.58795081498605,3.7178812081687083,4.6196350680067315,4.496911184363838,4.2621978799700635,4.242871314186457,4.772430205166238,4.489993567770225,3.9584370878258253,3.807268542288263,3.9067319188468574,3.3547234278016727
simulation n°58,3.5380000000000003,3.4876631140688974,2.8173482812578508,2.748836615705973,2.906652233324804,3.068275998471778,3.0153935730792307,2.9058268546375854,3.2469594740092367,3.5332302517096634,2.844623048736658,3.469264973892651,2.954607854415622,3.007887011290467,2.9118703496477276,2.887815654649914,2.901222469410704,3.0267123333245687,3.4741219700048966,3.6070698844170974,3.1388604535909677,3.297392435804615,3.4975526533039685,3.9027997752881163,3.3197243306524316,2.623135784373973,3.3310346266842403,3.8020469301353694,3.4722133883247475,4.123090482363696,3.8557929250489953,4.268431460812402,4.867019954813266,4.332068455758975,3.8953605488776732,3.9969408164263878,4.588994353573758,5.336629317532826,5.5014167762642145,6.032415508381687,6.348449222808136,5.567023618558143,5.167477053481683,5.106954359065863,5.497175170092626,5.265830702971484,5.022669644170872,5.136501138701969,4.882222147917497,5.0474446593980264,4.347178441258802,4.603846786826733,4.129907500660166,3.3976845783395877,3.273008410321334,3.6108731619369974,2.458471578219755,1.946585130829025,2.162673840667071,2.5904749117004395,2.5554055160538227,3.0149995322346506,2.563177144688562,1.5161687544442453,1.1564967063122291,1.1078642585296437,1.6314882344312935,1.1196214365811958,0.45883375835882023,0.8759594253038793,1.2178767776125394,0.8222726700698251,0.09174703483962743,0.5940088569443105,0.9819453209449049,0.15637936353011894,0.9785731747624493,1.3130989482986266,0.6978560561559958,0.8698507115895338,0.6695221742761257,0.2741942493203378,0.20479227015245224,0.15324787188748085,-0.05511338048915476,0.23607044812407163,1.2784138982151023,0.7507825224937112,0.46357002993461865,0.9620845955482205,0.6654717826131853,0.8203005067411003
simulation n°59,3.5380000000000003,3.701468860958815,3.5592432162424688,3.861347290055614,3.889497432211845,3.814806687623803,4.174685594236188,3.911450321465644,4.785297640463829,4.241345762244907,4.364076097497681,4.542179975088389,4.2350940474250125,3.888552356988086,3.7810298160503284,4.124942956637739,3.8392600283989062,3.569248628829628,3.9011047284072156,3.897041839484233,3.685143638618602,4.222842715938708,3.9618062610826357,4.443476721540087,4.034299785703775,4.866725344164467,4.1031452478743455,4.0294118532634595,4.291244507587663,4.81004831294237,4.20979886858444,3.393333104885135,4.046433761309115,4.511450391882196,4.811877118142282,4.135794526310436,4.360733886069417,4.192197168022753,4.066383911178571,3.6399734924020164,3.5148884866983616,2.692198258279235,2.290666620709635,2.658740095905584,2.1874248448829,2.1998141360436687,1.7354443954059733,2.0370095555209513,1.79700283831099,1.8199763974076,1.2667051439709343,1.1584773235500347,0.8465703029444385,1.5382034752488822,1.379613855830113,1.6662160538067563,1.9720557421204252,2.394913678857288,1.714154069108012,2.0974317258383834,2.0030618035227192,2.4848094191482137,2.311798284426647,2.0680567449688683,2.3640985494634554,2.2602144189921565,2.399351248579366,2.359754161655748,3.214713878627979,3.729730135043416,3.6197445297232473,2.8933990157064704,2.664408853572007,2.548321133055904,2.9788878146630564,2.6653777768522526,2.758926160249685,2.650375094256452,2.9459182933607604,3.5500562620942064,2.7888283581248445,3.4000362879717967,3.5926947019350206,4.285685609210895,4.402409213560513,4.466374589852288,3.831831162007246,3.5379661525245627,3.719810347246677,3.6607198657096,3.0393178157996044,2.820113105225333
simulation n°60,3.5380000000000003,3.7372796976134453,4.439746346175587,5.12154848794251,5.425150714279536,5.229938103659324,5.338860415543027,5.335225205102886,5.258350767279124,5.092615755119874,4.744802529208276,5.169735713204373,5.511154559013263,5.54399315495072,5.694010310323634,4.805481205898593,5.044724592591643,4.474400759833237,5.126435779419586,5.051898634939452,5.091410057709198,4.2828072393806345,4.3105212494990015,3.6481567410906774,3.6301671256647716,3.445107685255322,3.6805998333597607,3.63642131079925,5.040278701486585,5.374623398439306,4.921634132998871,4.9705183528605,3.9148137695570253,3.8083735353414716,4.207786371435518,4.661629854816759,4.195954780118557,4.144445641372554,4.132912117278142,5.051778367023091,5.424404885066441,5.297770055219279,4.372962328328929,4.312717495142795,4.482986386547594,5.18571302054417,5.315691324171294,5.045801979840512,5.225959962925299,5.682737496494053,5.508266112321321,5.734013662836773,5.71078373734877,5.716668312915959,5.5130835829708476,5.358284654156158,5.40339206111076,6.196620733482875,6.1194203668332605,6.13635148970651,6.053687608872353,6.13464277257448,6.251721128134956,7.269501446020371,7.424254755653976,7.560823940971903,8.224450720152241,8.303643653189127,8.047286249574174,8.40891478095497,8.653211527170146,8.025221600431403,7.635279314206059,7.541008350941388,7.486501073146951,6.5183276579982365,6.937177793130379,6.679388188103902,6.671889520907231,6.5246374357219965,6.717989101263707,6.353071846013455,6.16912288513472,6.940157657644704,7.620072223345506,7.061212723661191,6.58885217572231,6.369329994187052,6.90944467932001,6.857667474997567,6.778571741684361,6.572769353944325
simulation n°61,3.5380000000000003,3.1818156357419154,3.74773413514885,3.3156361814807798,3.978514788629784,3.431601504630919,3.8338533550045373,3.586097270050514,3.2954873004834218,3.50418595241649,3.680125272761557,3.6579509936520456,2.6584682387048555,2.830037041258898,3.0753411508646495,2.7158546132112544,2.842708584340954,2.544228536235645,3.41415102599206,4.03900010997744,4.0658282700382875,4.222887396327884,5.259906031746979,4.930245411817656,5.049440355913866,5.147785428636704,5.082010798275909,5.5565799760303065,4.362316847199736,4.3542767104673725,4.274116980234976,5.037151590954923,4.942665267308782,4.631936302613682,4.11093932206769,3.923057050353005,3.5275751747600124,3.901187244500317,3.2107653582850246,2.768315428372392,3.685068819960784,2.78432666897863,2.6564438877983827,2.7737932344528953,2.589306642957682,1.9660700695255542,2.0814531649136523,1.7667198392815284,0.7978793175243736,0.8762836284236133,1.4819499382280994,2.057250706697439,0.5991471592073685,0.3238802797986183,0.21079287666109564,-0.561957067884844,-0.48364917834961896,0.2994190480451374,-0.08286623167210055,-0.23012746311486154,0.2164916782941444,0.7098738779961604,0.4216769060012977,-0.5078232026919149,-0.6090248748318879,-0.805095347227017,-0.3018585768369928,-0.49647354386724657,-0.8423442562416134,-0.9142839984752924,-1.133485120258072,-1.5214706851129094,-1.7158608413961867,-1.5030843929973379,-1.7554519921397038,-1.0621084378283454,-0.9400146495850747,-0.4732026679418826,0.34888448076644973,1.1750420746780965,0.7978289933773919,0.6988958936126834,0.9647967579214456,0.4459438145405097,-0.043694656302307955,-0.4846829407181188,-0.7172176367882696,0.07069059386034426,-0.3974712039711005,-0.9507258299698765,0.09610021585973405,-0.08364382258698294
simulation n°62,3.5380000000000003,3.3471799815081518,3.1953178673882596,2.602324906712841,3.2819547336718164,3.314583236921142,2.978837152265925,2.9038685900998567,2.1194901734017626,2.2506428702781442,2.186647720741057,2.6248291358225675,2.7023225876876578,2.94130131623285,2.5887897857211026,2.7571303103121045,3.0993902796332407,3.260174161423236,3.538476758686455,3.3201601909437275,3.470284549864702,3.165293970620536,3.2109408193744566,3.3994130288864906,2.8499412914423674,2.663190755510235,2.8401898711586147,2.36091040378089,2.3016832667659632,2.773985950130665,2.59322407875317,2.545891238566576,3.302987853747228,3.353310481937008,2.2561414708627505,2.9185011299837806,3.0138435072783305,3.8567284458967226,4.227402550163373,4.407071036320999,4.69685819105822,4.40527904102639,3.7758256152260987,4.3523526799340715,4.156052598347724,3.8646768875140767,4.191338154940809,3.6662013597448895,3.7090238970603293,4.134971067119801,4.412553146610047,5.2857049664969695,5.227339594674984,4.000224324290329,4.293458424548307,5.148338330288703,5.490837172782204,6.0727773189393845,5.966333577295421,6.190575221652485,6.8231728636965565,5.794926223503955,5.321099130971477,6.068155450354421,6.491982922573584,6.71307152393047,6.109445279827709,6.462340478698442,7.4125088466211935,7.079013799412773,7.6202337140938585,7.693651689385546,7.393847176492415,7.199008268522734,7.486043185771881,7.237460669383316,7.88109569001086,7.245848710348455,6.697767652261312,6.646537664460657,6.555147337820175,7.608971939590215,7.442785004639183,7.325416021859393,7.300450976406252,6.431553142716595,7.534975390941056,6.896612965724631,7.0579754551178935,7.572618514272476,7.254578237369879,7.713741296455857
simulation n°63,3.5380000000000003,4.748563788670403,4.6229971495625755,5.388669362144802,4.941418413881484,4.515543822173589,5.801890227435677,5.972112921966266,5.525677062576412,5.3471555309372505,4.596158502676257,4.462619533434657,4.491180413414959,4.860146643053617,4.977626486708686,5.1841688223264795,5.947889206733068,6.4397712698308816,7.195624301598929,6.799923094466619,6.871184377679864,7.176682484077268,6.725843441388901,6.521516538884608,6.437823450901626,6.21190689229688,6.341997054846468,7.069380721342672,7.165714172530563,7.156284766278263,6.781739810305071,6.531672083020786,7.0407742876139805,7.030705115358814,6.464756416893398,6.959834614880952,7.256521533269397,7.035154319324409,7.12297894535519,7.424913947710601,6.9818700514405085,6.871307700789076,7.5138305309773195,7.57034158967407,7.117872923578397,7.515761873744212,7.2059087820444905,6.714441256711835,6.5391121625857,6.326137592556175,7.416527229753017,8.044184810984719,8.03584386360474,8.128860044168045,8.24750341770453,8.28429491900894,8.790860999093688,8.542497685275668,9.25125857337656,8.705002235871738,7.969861019627723,8.096516696855142,7.092169017778248,7.221924890539015,6.422046282204444,5.855535168254853,5.963200218329603,5.582394094861817,5.024384645097704,5.067737348497711,5.263280840900811,5.807562330126905,6.468819221521735,6.4190032750855295,6.484430767925261,6.674757925813248,6.849984311668547,6.823943988115017,6.244773176739113,5.743783699498111,5.946070858887219,6.1365905922329365,5.915968194967118,5.475191954731442,5.092989497201786,4.486007296294986,4.732016712245396,4.55135265049331,4.366274394333558,3.924952305039386,3.8514328150663726,4.205766222704567
