Day,Price
1997-11-06,10.8843537414966
1997-11-07,10.374149659863946
1997-11-10,10.8843537414966
1997-11-11,11.08843537414966
1997-11-12,11.156462585034014
1997-11-13,11.122448979591837
1997-11-14,11.054421768707483
1997-11-17,10.54421768707483
1997-11-18,10.204081632653061
1997-11-19,10.102040816326532
1997-11-20,9.421768707482993
1997-11-21,8.80952380952381
1997-11-24,8.945578231292517
1997-11-25,8.537414965986395
1997-11-26,8.503401360544219
1997-12-01,8.571428571428571
1997-12-02,8.877551020408163
1997-12-03,8.605442176870747
1997-12-04,8.435374149659864
1997-12-05,8.231292517006803
1997-12-08,7.8231292517006805
1997-12-09,7.993197278911565
1997-12-10,8.333333333333334
1997-12-11,7.8231292517006805
1997-12-12,7.8231292517006805
1997-12-15,7.653061224489797
1997-12-16,7.789115646258504
1997-12-17,8.095238095238095
1997-12-18,8.061224489795919
1997-12-19,8.129251700680273
1997-12-22,8.02721088435374
1997-12-23,7.61904761904762
1997-12-24,7.006802721088436
1997-12-26,7.4149659863945585
1997-12-29,7.925170068027212
1997-12-30,7.72108843537415
1997-12-31,7.72108843537415
1998-01-02,7.346938775510205
1998-01-05,6.9727891156462585
1998-01-06,7.346938775510205
1998-01-07,7.244897959183674
1998-01-08,7.1768707482993195
1998-01-09,7.108843537414966
1998-01-12,6.836734693877551
1998-01-13,6.904761904761904
1998-01-14,6.9727891156462585
1998-01-15,7.040816326530612
1998-01-16,7.1768707482993195
1998-01-20,7.2108843537414975
1998-01-21,7.108843537414966
1998-01-22,7.142857142857143
1998-01-23,7.278911564625851
1998-01-26,7.108843537414966
1998-01-27,7.006802721088436
1998-01-28,7.108843537414966
1998-01-29,7.040816326530612
1998-01-30,7.108843537414966
1998-02-02,7.585034013605442
1998-02-03,7.72108843537415
1998-02-04,7.585034013605442
1998-02-05,7.857142857142858
1998-02-06,7.993197278911565
1998-02-09,7.653061224489797
1998-02-10,7.4149659863945585
1998-02-11,7.517006802721089
1998-02-12,7.482993197278913
1998-02-13,7.551020408163266
1998-02-17,7.4149659863945585
1998-02-18,7.448979591836735
1998-02-19,7.551020408163266
1998-02-20,7.482993197278913
1998-02-23,7.482993197278913
1998-02-24,7.448979591836735
1998-02-25,7.517006802721089
1998-02-26,7.755102040816326
1998-02-27,7.585034013605442
1998-03-02,7.687074829931973
1998-03-03,7.61904761904762
1998-03-04,7.448979591836735
1998-03-05,7.2108843537414975
1998-03-06,7.142857142857143
1998-03-09,7.380952380952381
1998-03-10,7.653061224489797
1998-03-11,7.653061224489797
1998-03-12,7.585034013605442
1998-03-13,7.517006802721089
1998-03-16,7.482993197278913
1998-03-17,7.482993197278913
1998-03-18,7.517006802721089
1998-03-19,7.653061224489797
1998-03-20,7.755102040816326
1998-03-23,7.925170068027212
1998-03-24,7.789115646258504
1998-03-25,7.925170068027212
1998-03-26,7.789115646258504
1998-03-27,7.687074829931973
1998-03-30,7.891156462585034
1998-03-31,7.959183673469388
1998-04-01,8.333333333333334
1998-04-02,8.265306122448981
1998-04-03,8.537414965986395
1998-04-06,8.537414965986395
1998-04-07,8.537414965986395
1998-04-08,9.013605442176871
1998-04-09,8.877551020408163
1998-04-13,8.571428571428571
1998-04-14,8.231292517006803
1998-04-15,8.435374149659864
1998-04-16,8.435374149659864
1998-04-17,8.16326530612245
1998-04-20,8.16326530612245
1998-04-21,8.36734693877551
1998-04-22,8.36734693877551
1998-04-23,7.993197278911565
1998-04-24,7.857142857142858
1998-04-27,7.789115646258504
1998-04-28,7.72108843537415
1998-04-29,7.789115646258504
1998-04-30,7.4149659863945585
1998-05-01,7.1768707482993195
1998-05-04,7.142857142857143
1998-05-05,7.448979591836735
1998-05-06,7.2108843537414975
1998-05-07,7.346938775510205
1998-05-08,7.1768707482993195
1998-05-11,7.448979591836735
1998-05-12,7.585034013605442
1998-05-13,7.61904761904762
1998-05-14,7.4149659863945585
1998-05-15,7.4149659863945585
1998-05-18,7.448979591836735
1998-05-19,7.380952380952381
1998-05-20,7.4149659863945585
1998-05-21,7.1768707482993195
1998-05-22,6.870748299319728
1998-05-26,7.142857142857143
1998-05-27,7.142857142857143
1998-05-28,6.938775510204082
1998-05-29,7.142857142857143
1998-06-01,7.142857142857143
1998-06-02,7.482993197278913
1998-06-03,7.244897959183674
1998-06-04,6.938775510204082
1998-06-05,6.836734693877551
1998-06-08,6.802721088435375
1998-06-09,6.836734693877551
1998-06-10,6.73469387755102
1998-06-11,6.7687074829931975
1998-06-12,6.836734693877551
1998-06-15,7.07482993197279
1998-06-16,7.142857142857143
1998-06-17,6.9727891156462585
1998-06-18,7.278911564625851
1998-06-19,7.482993197278913
1998-06-22,7.993197278911565
1998-06-23,7.993197278911565
1998-06-24,8.16326530612245
1998-06-25,8.129251700680273
1998-06-26,8.16326530612245
1998-06-29,8.02721088435374
1998-06-30,8.129251700680273
1998-07-01,8.36734693877551
1998-07-02,8.02721088435374
1998-07-06,8.095238095238095
1998-07-07,7.993197278911565
1998-07-08,8.129251700680273
1998-07-09,8.095238095238095
1998-07-10,7.891156462585034
1998-07-13,7.8231292517006805
1998-07-14,7.585034013605442
1998-07-15,7.517006802721089
1998-07-16,7.312925170068027
1998-07-17,7.312925170068027
1998-07-20,7.4149659863945585
1998-07-21,7.108843537414966
1998-07-22,6.802721088435375
1998-07-23,6.802721088435375
1998-07-24,6.700680272108844
1998-07-27,6.802721088435375
1998-07-28,6.700680272108844
1998-07-29,6.7687074829931975
1998-07-30,6.63265306122449
1998-07-31,6.292517006802722
1998-08-03,6.258503401360545
1998-08-04,6.462585034013605
1998-08-05,6.496598639455782
1998-08-06,6.292517006802722
1998-08-07,6.190476190476191
1998-08-10,6.3605442176870755
1998-08-11,6.3605442176870755
1998-08-12,6.292517006802722
1998-08-13,6.224489795918368
1998-08-14,6.224489795918368
1998-08-17,6.5646258503401365
1998-08-18,6.598639455782313
1998-08-19,6.666666666666667
1998-08-20,6.462585034013605
1998-08-21,6.5646258503401365
1998-08-24,6.462585034013605
1998-08-25,6.428571428571429
1998-08-26,6.224489795918368
1998-08-27,5.98639455782313
1998-08-28,5.64625850340136
1998-08-31,5.476190476190477
1998-09-01,6.258503401360545
1998-09-02,5.850340136054422
1998-09-03,5.816326530612245
1998-09-04,5.816326530612245
1998-09-08,6.1564625850340144
1998-09-09,6.054421768707483
1998-09-10,6.394557823129252
1998-09-11,6.326530612244898
1998-09-14,6.326530612244898
1998-09-15,6.598639455782313
1998-09-16,7.312925170068027
1998-09-17,7.2108843537414975
1998-09-18,7.72108843537415
1998-09-21,7.4149659863945585
1998-09-22,7.789115646258504
1998-09-23,7.448979591836735
1998-09-24,7.380952380952381
1998-09-25,8.095238095238095
1998-09-28,7.585034013605442
1998-09-29,7.006802721088436
1998-09-30,7.551020408163266
1998-10-01,7.925170068027212
1998-10-02,7.278911564625851
1998-10-05,7.108843537414966
1998-10-06,6.836734693877551
1998-10-07,6.9727891156462585
1998-10-08,6.870748299319728
1998-10-09,6.122448979591837
1998-10-12,5.9523809523809526
1998-10-13,5.782312925170068
1998-10-14,6.122448979591837
1998-10-15,5.9523809523809526
1998-10-16,5.578231292517007
1998-10-19,5.918367346938775
1998-10-20,6.63265306122449
1998-10-21,6.938775510204082
1998-10-22,6.63265306122449
1998-10-23,6.258503401360545
1998-10-26,6.530612244897959
1998-10-27,6.292517006802722
1998-10-28,5.782312925170068
1998-10-29,6.802721088435375
1998-10-30,6.802721088435375
1998-11-02,6.258503401360545
1998-11-03,7.142857142857143
1998-11-04,7.1768707482993195
1998-11-05,7.687074829931973
1998-11-06,7.653061224489797
1998-11-09,7.755102040816326
1998-11-10,7.8231292517006805
1998-11-11,7.925170068027212
1998-11-12,7.517006802721089
1998-11-13,7.517006802721089
1998-11-16,7.448979591836735
1998-11-17,7.2108843537414975
1998-11-18,7.142857142857143
1998-11-19,7.142857142857143
1998-11-20,7.040816326530612
1998-11-23,6.870748299319728
1998-11-24,7.07482993197279
1998-11-25,7.244897959183674
1998-11-30,5.54421768707483
1998-12-01,4.795918367346939
1998-12-02,4.761904761904762
1998-12-03,4.115646258503402
1998-12-04,3.5714285714285716
1998-12-07,4.8979591836734695
1998-12-08,6.08843537414966
1998-12-09,5.578231292517007
1998-12-10,5.408163265306123
1998-12-11,5.272108843537415
1998-12-14,6.122448979591837
1998-12-15,6.326530612244898
1998-12-16,6.63265306122449
1998-12-17,6.870748299319728
1998-12-18,6.870748299319728
1998-12-21,6.9727891156462585
1998-12-22,6.666666666666667
1998-12-23,6.394557823129252
1998-12-24,6.428571428571429
1998-12-28,6.08843537414966
1998-12-29,6.190476190476191
1998-12-30,6.1564625850340144
1998-12-31,6.63265306122449
1999-01-04,7.142857142857143
1999-01-05,6.9727891156462585
1999-01-06,6.938775510204082
1999-01-07,6.496598639455782
1999-01-08,6.462585034013605
1999-01-11,6.224489795918368
1999-01-12,6.190476190476191
1999-01-13,6.3605442176870755
1999-01-14,6.020408163265307
1999-01-15,6.054421768707483
1999-01-19,6.020408163265307
1999-01-20,6.1564625850340144
1999-01-21,6.292517006802722
1999-01-22,6.190476190476191
1999-01-25,5.98639455782313
1999-01-26,5.884353741496599
1999-01-27,5.9523809523809526
1999-01-28,5.9523809523809526
1999-01-29,6.224489795918368
1999-02-01,5.9523809523809526
1999-02-02,6.054421768707483
1999-02-03,6.122448979591837
1999-02-04,6.08843537414966
1999-02-05,6.1564625850340144
1999-02-08,6.1564625850340144
1999-02-09,6.190476190476191
1999-02-10,6.122448979591837
1999-02-11,6.054421768707483
1999-02-12,6.190476190476191
1999-02-16,6.08843537414966
1999-02-17,6.08843537414966
1999-02-18,6.122448979591837
1999-02-19,6.08843537414966
1999-02-22,6.020408163265307
1999-02-23,5.9523809523809526
1999-02-24,5.884353741496599
1999-02-25,5.578231292517007
1999-02-26,5.54421768707483
1999-03-01,5.612244897959184
1999-03-02,5.680272108843537
1999-03-03,5.714285714285714
1999-03-04,5.850340136054422
1999-03-05,5.918367346938775
1999-03-08,6.3605442176870755
1999-03-09,6.326530612244898
1999-03-10,6.598639455782313
1999-03-11,6.3605442176870755
1999-03-12,6.1564625850340144
1999-03-15,5.9523809523809526
1999-03-16,5.9523809523809526
1999-03-17,5.9523809523809526
1999-03-18,5.9523809523809526
1999-03-19,5.884353741496599
1999-03-22,5.918367346938775
1999-03-23,6.122448979591837
1999-03-24,6.08843537414966
1999-03-25,6.122448979591837
1999-03-26,6.224489795918368
1999-03-29,6.122448979591837
1999-03-30,6.428571428571429
1999-03-31,6.870748299319728
1999-04-01,6.63265306122449
1999-04-05,6.904761904761904
1999-04-06,6.73469387755102
1999-04-07,6.904761904761904
1999-04-08,7.040816326530612
1999-04-09,7.142857142857143
1999-04-12,7.006802721088436
1999-04-13,7.278911564625851
1999-04-14,7.1768707482993195
1999-04-15,7.278911564625851
1999-04-16,7.278911564625851
1999-04-19,7.142857142857143
1999-04-20,7.4149659863945585
1999-04-21,7.380952380952381
1999-04-22,7.61904761904762
1999-04-23,7.585034013605442
1999-04-26,7.585034013605442
1999-04-27,7.891156462585034
1999-04-28,7.857142857142858
1999-04-29,8.061224489795919
1999-04-30,7.653061224489797
1999-05-03,7.585034013605442
1999-05-04,7.891156462585034
1999-05-05,8.02721088435374
1999-05-06,7.891156462585034
1999-05-07,7.653061224489797
1999-05-10,7.653061224489797
1999-05-11,7.789115646258504
1999-05-12,7.448979591836735
1999-05-13,7.517006802721089
1999-05-14,7.755102040816326
1999-05-17,7.857142857142858
1999-05-18,7.8231292517006805
1999-05-19,7.72108843537415
1999-05-20,7.687074829931973
1999-05-21,7.517006802721089
1999-05-24,7.448979591836735
1999-05-25,7.4149659863945585
1999-05-26,7.551020408163266
1999-05-27,7.72108843537415
1999-05-28,7.789115646258504
1999-06-01,7.959183673469388
1999-06-02,8.02721088435374
1999-06-03,7.993197278911565
1999-06-04,7.857142857142858
1999-06-07,8.197278911564627
1999-06-08,8.095238095238095
1999-06-09,8.129251700680273
1999-06-10,8.061224489795919
1999-06-11,7.8231292517006805
1999-06-14,7.789115646258504
1999-06-15,7.755102040816326
1999-06-16,7.755102040816326
1999-06-17,7.61904761904762
1999-06-18,7.61904761904762
1999-06-21,7.551020408163266
1999-06-22,7.585034013605442
1999-06-23,7.653061224489797
1999-06-24,7.687074829931973
1999-06-25,7.72108843537415
1999-06-28,7.653061224489797
1999-06-29,7.925170068027212
1999-06-30,7.959183673469388
1999-07-01,7.789115646258504
1999-07-02,7.687074829931973
1999-07-06,7.789115646258504
1999-07-07,7.482993197278913
1999-07-08,7.448979591836735
1999-07-09,7.380952380952381
1999-07-12,7.2108843537414975
1999-07-13,7.278911564625851
1999-07-14,7.346938775510205
1999-07-15,7.2108843537414975
1999-07-16,7.4149659863945585
1999-07-19,7.482993197278913
1999-07-20,7.61904761904762
1999-07-21,7.653061224489797
1999-07-22,7.891156462585034
1999-07-23,8.231292517006803
1999-07-26,8.673469387755102
1999-07-27,8.673469387755102
1999-07-28,8.775510204081634
1999-07-29,9.081632653061225
1999-07-30,8.673469387755102
1999-08-02,8.537414965986395
1999-08-03,8.877551020408163
1999-08-04,8.979591836734695
1999-08-05,9.149659863945578
1999-08-06,9.149659863945578
1999-08-09,9.285714285714286
1999-08-10,9.421768707482993
1999-08-11,9.489795918367347
1999-08-12,9.285714285714286
1999-08-13,9.217687074829932
1999-08-16,9.285714285714286
1999-08-17,9.183673469387756
1999-08-18,9.35374149659864
1999-08-19,9.761904761904763
1999-08-20,10.102040816326532
1999-08-23,10.034013605442178
1999-08-24,10.238095238095237
1999-08-25,10.54421768707483
1999-08-26,10.102040816326532
1999-08-27,9.761904761904763
1999-08-30,9.693877551020408
1999-08-31,9.65986394557823
1999-09-01,9.217687074829932
1999-09-02,8.70748299319728
1999-09-03,8.401360544217688
1999-09-07,8.70748299319728
1999-09-08,9.04761904761905
1999-09-09,9.35374149659864
1999-09-10,9.65986394557823
1999-09-13,9.523809523809524
1999-09-14,9.04761904761905
1999-09-15,8.571428571428571
1999-09-16,8.401360544217688
1999-09-17,8.333333333333334
1999-09-20,8.469387755102042
1999-09-21,7.925170068027212
1999-09-22,7.8231292517006805
1999-09-23,8.333333333333334
1999-09-24,8.639455782312925
1999-09-27,8.537414965986395
1999-09-28,8.571428571428571
1999-09-29,8.741496598639456
1999-09-30,7.857142857142858
1999-10-01,8.129251700680273
1999-10-04,8.469387755102042
1999-10-05,8.333333333333334
1999-10-06,8.435374149659864
1999-10-07,8.469387755102042
1999-10-08,7.993197278911565
1999-10-11,8.605442176870747
1999-10-12,9.013605442176871
1999-10-13,9.557823129251702
1999-10-14,9.183673469387756
1999-10-15,9.04761904761905
1999-10-18,9.591836734693878
1999-10-19,9.829931972789117
1999-10-20,9.863945578231293
1999-10-21,10.170068027210885
1999-10-22,10.204081632653061
1999-10-25,10.136054421768709
1999-10-26,10.068027210884354
1999-10-27,10.272108843537415
1999-10-28,10.102040816326532
1999-10-29,9.387755102040817
1999-11-01,9.285714285714286
1999-11-02,9.557823129251702
1999-11-03,9.591836734693878
1999-11-04,9.35374149659864
1999-11-05,8.91156462585034
1999-11-08,8.80952380952381
1999-11-09,8.299319727891156
1999-11-10,8.129251700680273
1999-11-11,8.095238095238095
1999-11-12,7.346938775510205
1999-11-15,7.925170068027212
1999-11-16,7.585034013605442
1999-11-17,7.61904761904762
1999-11-18,7.551020408163266
1999-11-19,7.346938775510205
1999-11-22,6.9727891156462585
1999-11-23,6.7687074829931975
1999-11-24,6.666666666666667
1999-11-29,7.653061224489797
1999-11-30,7.551020408163266
1999-12-01,7.380952380952381
1999-12-02,7.4149659863945585
1999-12-03,7.346938775510205
1999-12-06,7.448979591836735
1999-12-07,7.346938775510205
1999-12-08,7.585034013605442
1999-12-09,7.482993197278913
1999-12-10,7.72108843537415
1999-12-13,7.993197278911565
1999-12-14,8.469387755102042
1999-12-15,8.639455782312925
1999-12-16,8.571428571428571
1999-12-17,8.673469387755102
1999-12-20,9.081632653061225
1999-12-21,8.80952380952381
1999-12-22,8.333333333333334
1999-12-23,8.231292517006803
1999-12-27,8.02721088435374
1999-12-28,7.891156462585034
1999-12-29,7.959183673469388
1999-12-30,7.8231292517006805
2000-01-04,7.346938775510205
2000-01-05,7.380952380952381
2000-01-06,7.4149659863945585
2000-01-07,7.448979591836735
2000-01-10,7.482993197278913
2000-01-11,7.585034013605442
2000-01-12,7.653061224489797
2000-01-13,7.789115646258504
2000-01-14,7.755102040816326
2000-01-18,7.993197278911565
2000-01-19,8.16326530612245
2000-01-20,8.605442176870747
2000-01-21,8.673469387755102
2000-01-24,8.673469387755102
2000-01-25,9.04761904761905
2000-01-26,9.285714285714286
2000-01-27,9.387755102040817
2000-01-28,9.65986394557823
2000-01-31,9.149659863945578
2000-02-01,9.557823129251702
2000-02-02,9.897959183673471
2000-02-03,9.693877551020408
2000-02-04,9.45578231292517
2000-02-07,9.557823129251702
2000-02-08,8.843537414965986
2000-02-09,8.91156462585034
2000-02-10,9.013605442176871
2000-02-11,9.013605442176871
2000-02-14,8.877551020408163
2000-02-15,8.877551020408163
2000-02-16,9.013605442176871
2000-02-17,9.04761904761905
2000-02-18,9.013605442176871
2000-02-22,8.673469387755102
2000-02-23,8.503401360544219
2000-02-24,8.571428571428571
2000-02-25,8.537414965986395
2000-02-28,8.843537414965986
2000-02-29,9.013605442176871
2000-03-01,9.217687074829932
2000-03-02,9.523809523809524
2000-03-03,9.25170068027211
2000-03-06,9.387755102040817
2000-03-07,9.45578231292517
2000-03-08,9.319727891156464
2000-03-09,9.149659863945578
2000-03-13,9.489795918367347
2000-03-14,9.625850340136056
2000-03-15,9.387755102040817
2000-03-16,9.65986394557823
2000-03-17,9.557823129251702
2000-03-20,9.285714285714286
2000-03-21,9.319727891156464
2000-03-22,9.45578231292517
2000-03-23,9.387755102040817
2000-03-24,9.591836734693878
2000-03-27,9.591836734693878
2000-03-28,10.0
2000-03-29,9.931972789115646
2000-03-30,9.625850340136056
2000-03-31,9.795918367346939
2000-04-03,9.931972789115646
2000-04-04,9.761904761904763
2000-04-05,9.727891156462585
2000-04-06,10.136054421768709
2000-04-07,10.170068027210885
2000-04-10,10.102040816326532
2000-04-11,10.136054421768709
2000-04-12,10.374149659863946
2000-04-13,10.374149659863946
2000-04-14,10.578231292517007
2000-04-17,10.646258503401361
2000-04-18,10.612244897959185
2000-04-19,10.612244897959185
2000-04-20,10.4421768707483
2000-04-24,10.612244897959185
2000-04-25,10.816326530612246
2000-04-26,10.612244897959185
2000-04-27,10.408163265306124
2000-04-28,10.510204081632653
2000-05-01,10.748299319727892
2000-05-02,10.8843537414966
2000-05-03,10.816326530612246
2000-05-04,10.510204081632653
2000-05-05,10.578231292517007
2000-05-08,10.612244897959185
2000-05-09,11.054421768707483
2000-05-10,10.8843537414966
2000-05-11,11.462585034013607
2000-05-12,11.394557823129253
2000-05-15,11.462585034013607
2000-05-16,11.734693877551022
2000-05-17,11.870748299319729
2000-05-18,12.687074829931973
2000-05-19,12.789115646258503
2000-05-22,13.435374149659864
2000-05-23,13.095238095238097
2000-05-24,13.401360544217688
2000-05-25,14.217687074829932
2000-05-26,14.591836734693878
2000-05-30,14.795918367346939
2000-05-31,15.374149659863946
2000-06-01,14.931972789115646
2000-06-02,14.319727891156463
2000-06-05,14.183673469387756
2000-06-06,15.23809523809524
2000-06-07,14.387755102040819
2000-06-08,13.46938775510204
2000-06-09,14.081632653061224
2000-06-12,14.353741496598639
2000-06-13,14.523809523809524
2000-06-14,14.14965986394558
2000-06-15,14.89795918367347
2000-06-16,15.136054421768709
2000-06-19,14.89795918367347
2000-06-20,13.673469387755102
2000-06-21,14.081632653061224
2000-06-22,15.102040816326532
2000-06-23,15.034013605442178
2000-06-26,14.863945578231293
2000-06-27,15.476190476190476
2000-06-28,15.102040816326532
2000-06-29,14.455782312925171
2000-06-30,14.829931972789117
2000-07-03,14.829931972789117
2000-07-05,14.421768707482995
2000-07-06,13.673469387755102
2000-07-07,13.60544217687075
2000-07-10,14.25170068027211
2000-07-11,14.183673469387756
2000-07-12,14.591836734693878
2000-07-13,13.877551020408164
2000-07-14,14.183673469387756
2000-07-17,14.047619047619047
2000-07-18,13.571428571428573
2000-07-19,13.843537414965988
2000-07-20,13.129251700680273
2000-07-21,13.197278911564625
2000-07-24,12.721088435374151
2000-07-25,12.346938775510205
2000-07-26,12.210884353741497
2000-07-27,12.755102040816327
2000-07-28,13.231292517006803
2000-07-31,12.755102040816327
2000-08-01,12.857142857142858
2000-08-02,13.775510204081632
2000-08-03,14.387755102040819
2000-08-04,14.455782312925171
2000-08-07,14.931972789115646
2000-08-08,15.170068027210885
2000-08-09,15.23809523809524
2000-08-10,15.068027210884354
2000-08-11,15.102040816326532
2000-08-14,15.034013605442178
2000-08-15,14.421768707482995
2000-08-16,14.421768707482995
2000-08-17,14.795918367346939
2000-08-18,14.89795918367347
2000-08-21,15.646258503401361
2000-08-22,16.3265306122449
2000-08-23,15.8843537414966
2000-08-24,15.408163265306124
2000-08-25,15.476190476190476
2000-08-28,15.714285714285715
2000-08-29,15.646258503401361
2000-08-30,15.680272108843539
2000-08-31,16.19047619047619
2000-09-01,15.98639455782313
2000-09-05,16.360544217687075
2000-09-06,16.632653061224488
2000-09-07,16.496598639455783
2000-09-08,16.122448979591837
2000-09-11,16.496598639455783
2000-09-12,16.87074829931973
2000-09-13,17.210884353741495
2000-09-14,17.346938775510203
2000-09-15,17.95918367346939
